token_id,wallet,name
92,0x7fbDA214a525533f9c8736f1efdbDcfc50B12361,Dalia
93,0x7fbDA214a525533f9c8736f1efdbDcfc50B12362,Dalia
94,0x7fbDA214a525533f9c8736f1efdbDcfc50B12363,Dalia
95,0x56071A06E1c4EfDDA20A7211bCb69C27E3e7D44A,paper-wallet
96,0x0198f7E27b13f812D9AD31E4d18395aabe061933,artist
97,0x7fbDA214a525533f9c8736f1efdbDcfc50B12364,Dalia
98,0x7fbDA214a525533f9c8736f1efdbDcfc50B12365,Dalia
99,0xef542Fb796D1aB69569737cDd7C8af93b6f3F8F4,paper-wallet
100,0x7fbDA214a525533f9c8736f1efdbDcfc50B12366,Dalia
101,0x3CdC7CD6A63c81647C019EA867E3c4D3D96356F0,paper-wallet
102,0x46635dDCa3bDD272C239E01d423fb37B1ED8E4e5,artist
103,0x7fbDA214a525533f9c8736f1efdbDcfc50B12367,Dalia
104,0x7A07C9DFd5d7eA9d5F54FD6Fd054b9cf2fD8a463,Tobias
105,0x7fbDA214a525533f9c8736f1efdbDcfc50B12368,Dalia
106,0x7fbDA214a525533f9c8736f1efdbDcfc50B12369,Dalia
107,0xCC68539A566417F8514920355aBa1f40B128844d,paper-wallet
108,0x24c5E02c9642D2A0A14b69829a3C72C9E689753B,artist
109,0x7fbDA214a525533f9c8736f1efdbDcfc50B12370,Dalia
110,0x7fbDA214a525533f9c8736f1efdbDcfc50B12371,Dalia
111,0x939B119cA5023D8bEB19EBb1Fe5f7d48915932a7,Andri
112,0x7fbDA214a525533f9c8736f1efdbDcfc50B12372,Dalia
113,0x09657e9d5adc07ee6d8679457a3dF89c32d67fe4,paper-wallet
114,0x8F0850D7ddFdbc882003E0371AaFEd8bb75Aa0C8,artist
115,0x7fbDA214a525533f9c8736f1efdbDcfc50B12373,Dalia
116,0x7fbDA214a525533f9c8736f1efdbDcfc50B12374,Dalia
117,0x7fbDA214a525533f9c8736f1efdbDcfc50B12375,Dalia
118,0x7fbDA214a525533f9c8736f1efdbDcfc50B12376,Dalia
119,0xE90D71c4599Dc09Cc5D5BD64b5aeda96548D91fB,paper-wallet
120,0x532e07214836C00CC53AF824460716b89c36Ecdb,artist
121,0xa36337cf4848f8145E0Fa7214DD51B5D5652EAad,Renato
122,0x7fbDA214a525533f9c8736f1efdbDcfc50B12377,Dalia
123,0x7fbDA214a525533f9c8736f1efdbDcfc50B12378,Dalia
124,0x7fbDA214a525533f9c8736f1efdbDcfc50B12310,Dalia
125,0x294df0a9f7cCaE1b90fa393c7f8d6Cb9f9147E76,paper-wallet
126,0xD9D88541A51F185C8dCA2Ca292a2a9c3A7e49821,artist
127,0x7fbDA214a525533f9c8736f1efdbDcfc50B12379,Dalia
128,0x7fbDA214a525533f9c8736f1efdbDcfc50B12380,Dalia
129,0x7fbDA214a525533f9c8736f1efdbDcfc50B12381,Dalia
130,0x7fbDA214a525533f9c8736f1efdbDcfc50B12382,Dalia
131,0xce88c46F923BC8a63E2746518B3c1E1bfE87003C,paper-wallet
132,0x8B44EC2FFa6149d410DD8ff6344DDE063A88459c,artist
133,0x7fbDA214a525533f9c8736f1efdbDcfc50B12383,Dalia
134,0x7fbDA214a525533f9c8736f1efdbDcfc50B12384,Dalia
135,0x7fbDA214a525533f9c8736f1efdbDcfc50B12385,Dalia
136,0x7fbDA214a525533f9c8736f1efdbDcfc50B12386,Dalia
137,0x513D348250A510eF00239ecC2e896e196CD07f52,paper-wallet
138,0xc3959d3C155089d831A4aA280f5BA3074845D572,artist
139,0x7fbDA214a525533f9c8736f1efdbDcfc50B12387,Dalia
140,0x7fbDA214a525533f9c8736f1efdbDcfc50B12388,Dalia
141,0x7fbDA214a525533f9c8736f1efdbDcfc50B12389,Dalia
142,0x7fbDA214a525533f9c8736f1efdbDcfc50B12390,Dalia
143,0xA2d227e3fcA526102c72B3365Aed906826ac7566,paper-wallet
144,0xf5fbC5f52bd7686Bc9fdEd80E97C9949F9CecBfe,artist
145,0x7fbDA214a525533f9c8736f1efdbDcfc50B12391,Dalia
146,0x7fbDA214a525533f9c8736f1efdbDcfc50B12392,Dalia
147,0x7fbDA214a525533f9c8736f1efdbDcfc50B12393,Dalia
148,0x7fbDA214a525533f9c8736f1efdbDcfc50B12394,Dalia
149,0x9E4D273dA8aE2Bb484ED8DcdbaF98495BF23393a,paper-wallet
150,0x0638105fA1Ec2F2ef0a8eBC64c3b58049250fA08,artist
151,0x7fbDA214a525533f9c8736f1efdbDcfc50B12395,Dalia
152,0x7fbDA214a525533f9c8736f1efdbDcfc50B12396,Dalia
153,0x7fbDA214a525533f9c8736f1efdbDcfc50B12397,Dalia
154,0x7fbDA214a525533f9c8736f1efdbDcfc50B12398,Dalia
155,0xC33013D242982Db610134510aa2ee38A472028Ab,paper-wallet
156,0xeac52F9aeD4fE968B57aAB59978E5B185f777eD1,artist
157,0x7fbDA214a525533f9c8736f1efdbDcfc50B12399,Dalia
158,0x7fbDA214a525533f9c8736f1efdbDcfc50B12400,Dalia
159,0x7fbDA214a525533f9c8736f1efdbDcfc50B12401,Dalia
160,0x7fbDA214a525533f9c8736f1efdbDcfc50B12402,Dalia
161,0xB7dAC0E5aC1708b3Ad3f62E0FBfa78D16371aC8f,paper-wallet
162,0x06bb92F578084f62C18EFE88429f63E501982Ec1,artist
163,0x1E176C928B9f1F68e5674DD197C330FBF09F2635,paper-wallet
164,0x7fbDA214a525533f9c8736f1efdbDcfc50B12403,Dalia
165,0x7fbDA214a525533f9c8736f1efdbDcfc50B12404,Dalia
166,0x7fbDA214a525533f9c8736f1efdbDcfc50B12405,Dalia
167,0xbeB75B02776AedE37A2806B78b2516D5e61A89C0,paper-wallet
168,0x401d089A87875933e2d1ab4Df66f00DddaedAFe4,artist
169,0xa36337cf4848f8145E0Fa7214DD51B5D5652EAad,Renato
170,0x7fbDA214a525533f9c8736f1efdbDcfc50B12406,Dalia
171,0x7fbDA214a525533f9c8736f1efdbDcfc50B12407,Dalia
172,0x7fbDA214a525533f9c8736f1efdbDcfc50B12408,Dalia
173,0x9d4Be98b1c1Fc96eC8D2958C2950E38c6424b60c,paper-wallet
174,0x4277728d2384f9f577604e2f1FF82ceC810332BA,artist
175,0x7fbDA214a525533f9c8736f1efdbDcfc50B12409,Dalia
176,0x7fbDA214a525533f9c8736f1efdbDcfc50B12410,Dalia
177,0x7fbDA214a525533f9c8736f1efdbDcfc50B12411,Dalia
178,0x7fbDA214a525533f9c8736f1efdbDcfc50B12412,Dalia
179,0xb8BAad7dDF87B890d15028e3D79ea605B07BFeD7,paper-wallet
180,0xf15BF92068121C96e10C60b092d36bC6C0b3b9b7,artist
181,0x7fbDA214a525533f9c8736f1efdbDcfc50B12413,Dalia
182,0x7fbDA214a525533f9c8736f1efdbDcfc50B12414,Dalia
183,0x7fbDA214a525533f9c8736f1efdbDcfc50B12415,Dalia
184,0x7fbDA214a525533f9c8736f1efdbDcfc50B12416,Dalia
185,0x7f10B72605c3949098D1E07a74C187A255863D3e,paper-wallet
186,0x296e9Eaf2A68637E86aAA0A0C86402Af93B810F2,artist
187,0x7fbDA214a525533f9c8736f1efdbDcfc50B12417,Dalia
188,0x7fbDA214a525533f9c8736f1efdbDcfc50B12418,Dalia
189,0x7fbDA214a525533f9c8736f1efdbDcfc50B12419,Dalia
190,0x7fbDA214a525533f9c8736f1efdbDcfc50B12420,Dalia
191,0xA26F50cB50e3f31c6c3d8B8E0F14940e39136AaA,paper-wallet
192,0x3c094eBEb93569de011dB01E1039CDa2D80703E3,artist
193,0x7fbDA214a525533f9c8736f1efdbDcfc50B12421,Dalia
194,0x7fbDA214a525533f9c8736f1efdbDcfc50B12422,Dalia
195,0x7fbDA214a525533f9c8736f1efdbDcfc50B12423,Dalia
196,0x7fbDA214a525533f9c8736f1efdbDcfc50B12424,Dalia
197,0x30873e8c360d01271a1cAceE3e177e40FD2B7da6,paper-wallet
198,0x15b52D0989b1152b5D515c85B0F1546dE6ceBf8F,artist
199,0x7fbDA214a525533f9c8736f1efdbDcfc50B12425,Dalia
200,0x7fbDA214a525533f9c8736f1efdbDcfc50B12426,Dalia
201,0x7fbDA214a525533f9c8736f1efdbDcfc50B12427,Dalia
202,0x7fbDA214a525533f9c8736f1efdbDcfc50B12428,Dalia
203,0x0790850fD9679949Da53dd6A860196bb70f89f3f,paper-wallet
204,0x4fDc6d2FEC17d04D743B70d1520c43B49448C3c6,artist
205,0x7fbDA214a525533f9c8736f1efdbDcfc50B12429,Dalia
206,0x7fbDA214a525533f9c8736f1efdbDcfc50B12430,Dalia
207,0x7fbDA214a525533f9c8736f1efdbDcfc50B12431,Dalia
208,0x7fbDA214a525533f9c8736f1efdbDcfc50B12432,Dalia
209,0x5dEbF61bF1fC6CD26fBA36d8AE9C2581B3DFC2AE,paper-wallet
210,0x922c80E7B34E7A5Eb2788c206Be61259E6C4cFa5,artist
211,0x7fbDA214a525533f9c8736f1efdbDcfc50B12433,Dalia
212,0x7fbDA214a525533f9c8736f1efdbDcfc50B12434,Dalia
213,0x7fbDA214a525533f9c8736f1efdbDcfc50B12435,Dalia
214,0x7fbDA214a525533f9c8736f1efdbDcfc50B12436,Dalia
215,0x0553D17c002592191c9e1109AbbDD698e6b1BC6D,paper-wallet
216,0xdAF6bA02269ccDd01498b2A73F1317A66Abc9DD0,artist
217,0x7fbDA214a525533f9c8736f1efdbDcfc50B12437,Dalia
218,0x7fbDA214a525533f9c8736f1efdbDcfc50B12438,Dalia
219,0x7fbDA214a525533f9c8736f1efdbDcfc50B12439,Dalia
220,0x7fbDA214a525533f9c8736f1efdbDcfc50B12440,Dalia
221,0x1f96D177fB186ee297ea6E00eb42B4C4D49CEC63,paper-wallet
222,0x939B119cA5023D8bEB19EBb1Fe5f7d48915932a7,Andri
223,0xE7f3af038c049aF17ec0894d94b7F7a06560bc4F,artist
224,0x7fbDA214a525533f9c8736f1efdbDcfc50B12441,Dalia
225,0x7fbDA214a525533f9c8736f1efdbDcfc50B12442,Dalia
226,0x7fbDA214a525533f9c8736f1efdbDcfc50B12443,Dalia
227,0x749c68255F1f148B0f5963C32a1c5b3A69AFd3bF,paper-wallet
228,0x0D2d976659aBdbc6fCE6bBC0298d131F2ea49aDe,artist
229,0x7fbDA214a525533f9c8736f1efdbDcfc50B12444,Dalia
230,0x7fbDA214a525533f9c8736f1efdbDcfc50B12445,Dalia
231,0x7fbDA214a525533f9c8736f1efdbDcfc50B12446,Dalia
232,0x7fbDA214a525533f9c8736f1efdbDcfc50B12447,Dalia
233,0xf45c039D62fE76B00Ed99948Cd61Fc63D8Cf3BF8,paper-wallet
234,0xF8531798a122CA9CeE9303e6202224146EEA9d6C,artist
235,0x7fbDA214a525533f9c8736f1efdbDcfc50B12448,Dalia
236,0x7fbDA214a525533f9c8736f1efdbDcfc50B12449,Dalia
237,0x7fbDA214a525533f9c8736f1efdbDcfc50B12450,Dalia
238,0x7fbDA214a525533f9c8736f1efdbDcfc50B12451,Dalia
239,0x1f5918cb51efB5E308814e9DfB2Fc860F58Edc42,paper-wallet
240,0x067Dec599394Ee4cF4af2A18eCdbF26E1de21dB9,artist
241,0x7fbDA214a525533f9c8736f1efdbDcfc50B12452,Dalia
242,0x7fbDA214a525533f9c8736f1efdbDcfc50B12453,Dalia
243,0x7fbDA214a525533f9c8736f1efdbDcfc50B12454,Dalia
244,0x7fbDA214a525533f9c8736f1efdbDcfc50B12455,Dalia
245,0xd635588DD34899c8502D1203B3F0A69868B36454,paper-wallet
246,0x9d76B54B70227dEAc3f80fe174C55e50857c74Ef,artist
247,0x7fbDA214a525533f9c8736f1efdbDcfc50B12456,Dalia
248,0x7fbDA214a525533f9c8736f1efdbDcfc50B12457,Dalia
249,0x7fbDA214a525533f9c8736f1efdbDcfc50B12458,Dalia
250,0x7fbDA214a525533f9c8736f1efdbDcfc50B12459,Dalia
251,0xcE008D2d9ec15a7705d8f07e1375323f306F6B36,paper-wallet
252,0x455D11C22eBF0175Fe78259f2598f1BF45AB3882,artist
253,0x7fbDA214a525533f9c8736f1efdbDcfc50B12460,Dalia
254,0x7fbDA214a525533f9c8736f1efdbDcfc50B12461,Dalia
255,0x7fbDA214a525533f9c8736f1efdbDcfc50B12462,Dalia
256,0xa36337cf4848f8145E0Fa7214DD51B5D5652EAad,Renato
257,0x01D6E6b86dd3b63Ff32A6B814470C35aC5B7937B,paper-wallet
258,0x6799aB07b9E8f217aBC6A0d67117554c361ECbA8,artist
259,0x63cE80389AC61b17545E1609343c95c35f08Ec0D,paper-wallet
260,0x7fbDA214a525533f9c8736f1efdbDcfc50B12463,Dalia
261,0x7fbDA214a525533f9c8736f1efdbDcfc50B12464,Dalia
262,0x7fbDA214a525533f9c8736f1efdbDcfc50B12465,Dalia
263,0x143C00EFA972D77c86653052590a77E4E0e25D0a,paper-wallet
264,0x490cF855E971D871F9007DF6481AF59E8095DfAc,artist
265,0x7fbDA214a525533f9c8736f1efdbDcfc50B12466,Dalia
266,0x7fbDA214a525533f9c8736f1efdbDcfc50B12467,Dalia
267,0x7fbDA214a525533f9c8736f1efdbDcfc50B12468,Dalia
268,0x7fbDA214a525533f9c8736f1efdbDcfc50B12469,Dalia
269,0x80DBA57dcA35c23272360Fb4aF6a3ed80059b52e,paper-wallet
270,0x1768c7073EdF42AeE97215B3A66FD0cA55240DC2,artist
271,0x7fbDA214a525533f9c8736f1efdbDcfc50B12470,Dalia
272,0x7fbDA214a525533f9c8736f1efdbDcfc50B12471,Dalia
273,0x7fbDA214a525533f9c8736f1efdbDcfc50B12472,Dalia
274,0x7fbDA214a525533f9c8736f1efdbDcfc50B12473,Dalia
275,0xE4187DdE057495094782c141b0A75b7c11D2A463,paper-wallet
276,0xF6e0E0b6b2F6B7e40F3e08E7526E296b2B2035b8,artist
277,0x7fbDA214a525533f9c8736f1efdbDcfc50B12474,Dalia
278,0x7fbDA214a525533f9c8736f1efdbDcfc50B12475,Dalia
279,0x7fbDA214a525533f9c8736f1efdbDcfc50B12476,Dalia
280,0x7fbDA214a525533f9c8736f1efdbDcfc50B12477,Dalia
281,0x11eD8811FC12E05549C013240fF14E63B50E3f88,paper-wallet
282,0xF7071cD7aa70D7F4206C3f8a82e66343c194C6A7,artist
283,0x7fbDA214a525533f9c8736f1efdbDcfc50B12478,Dalia
284,0x7fbDA214a525533f9c8736f1efdbDcfc50B12479,Dalia
285,0x7fbDA214a525533f9c8736f1efdbDcfc50B12480,Dalia
286,0x7fbDA214a525533f9c8736f1efdbDcfc50B12481,Dalia
287,0xB6466697379b0B1bC3501C3771e7d0dD2EE332dE,paper-wallet
288,0x12B2D838776d7D8ABe3A0E6d9020b772A1a2DD22,artist
289,0x7fbDA214a525533f9c8736f1efdbDcfc50B12482,Dalia
290,0x7fbDA214a525533f9c8736f1efdbDcfc50B12483,Dalia
291,0x7fbDA214a525533f9c8736f1efdbDcfc50B12484,Dalia
292,0x7fbDA214a525533f9c8736f1efdbDcfc50B12485,Dalia
293,0xD40cf996e408E024d7872f37F8ec81F351CA4850,paper-wallet
294,0x29453e80f6122616f2C5EeaE7d8Eb6a4594e3ed7,artist
295,0x7fbDA214a525533f9c8736f1efdbDcfc50B12486,Dalia
296,0x7fbDA214a525533f9c8736f1efdbDcfc50B12487,Dalia
297,0x7fbDA214a525533f9c8736f1efdbDcfc50B12488,Dalia
298,0x453c755d422A68613fcb878187f73e71a330E77B,artist
299,0x33e779D6e768D51b4D30f33C806566465c4f99f6,paper-wallet
300,0x7fbDA214a525533f9c8736f1efdbDcfc50B12310,Dalia
301,0x7A07C9DFd5d7eA9d5F54FD6Fd054b9cf2fD8a463,Tobias
302,0x7fbDA214a525533f9c8736f1efdbDcfc50B12489,Dalia
303,0x7fbDA214a525533f9c8736f1efdbDcfc50B12490,Dalia
304,0x7fbDA214a525533f9c8736f1efdbDcfc50B12491,Dalia
305,0xa60BCdf4f35A76Dc6A33EA89A5cD4ACDd5276A68,paper-wallet
306,0xCb728215de299903e1869a1ceb78fc195ADE47B0,artist
307,0x7fbDA214a525533f9c8736f1efdbDcfc50B12492,Dalia
308,0x7fbDA214a525533f9c8736f1efdbDcfc50B12493,Dalia
309,0x7fbDA214a525533f9c8736f1efdbDcfc50B12494,Dalia
310,0x7fbDA214a525533f9c8736f1efdbDcfc50B12495,Dalia
311,0x56f13404954a7e3668BBb1b8E04ee7ce867B8b39,paper-wallet
312,0x7A2BD8c8e72E2614c51824C776E4BCA601F7793c,artist
313,0x7fbDA214a525533f9c8736f1efdbDcfc50B12496,Dalia
314,0x7fbDA214a525533f9c8736f1efdbDcfc50B12497,Dalia
315,0x7fbDA214a525533f9c8736f1efdbDcfc50B12498,Dalia
316,0x7fbDA214a525533f9c8736f1efdbDcfc50B12499,Dalia
317,0x3631ebdd01C646788fc93048F65BA8E20272034b,paper-wallet
318,0xAc9907C767bE782673a48ac0EB0762DfB4Aab6Bc,artist
319,0x7fbDA214a525533f9c8736f1efdbDcfc50B12500,Dalia
320,0x7fbDA214a525533f9c8736f1efdbDcfc50B12501,Dalia
321,0x7fbDA214a525533f9c8736f1efdbDcfc50B12502,Dalia
322,0x7fbDA214a525533f9c8736f1efdbDcfc50B12503,Dalia
323,0x55e2FEdADE4d2B093b6FdED4C61a436D35800dd4,paper-wallet
324,0x4410e0D702F55F76c656792a1D326d288C19cBC5,artist
325,0x7fbDA214a525533f9c8736f1efdbDcfc50B12504,Dalia
326,0x7fbDA214a525533f9c8736f1efdbDcfc50B12505,Dalia
327,0x7fbDA214a525533f9c8736f1efdbDcfc50B12506,Dalia
328,0x7fbDA214a525533f9c8736f1efdbDcfc50B12507,Dalia
329,0xD81143d374007896BF554aa2A151Eb02A88Bf7AC,paper-wallet
330,0xbc6ED3Fc0fed73C1862D33156eBD60267cE35B1D,artist
331,0x7fbDA214a525533f9c8736f1efdbDcfc50B12508,Dalia
332,0x7fbDA214a525533f9c8736f1efdbDcfc50B12509,Dalia
333,0x939B119cA5023D8bEB19EBb1Fe5f7d48915932a7,Andri
334,0x7fbDA214a525533f9c8736f1efdbDcfc50B12510,Dalia
335,0xF617E9dEAdd228917f1c230237Dd65b847e92A9A,paper-wallet
336,0xDCC019295d656379D90c150740aED182fa509a2c,artist
337,0x7fbDA214a525533f9c8736f1efdbDcfc50B12511,Dalia
338,0x7fbDA214a525533f9c8736f1efdbDcfc50B12512,Dalia
339,0x7fbDA214a525533f9c8736f1efdbDcfc50B12513,Dalia
340,0x7fbDA214a525533f9c8736f1efdbDcfc50B12514,Dalia
341,0xC9C00524952529dA54Edc4cbd0F844484D18Ee6f,paper-wallet
342,0x2dB0303A2aA9D01d74bB1DB8EfFd87100D959509,artist
343,0x7fbDA214a525533f9c8736f1efdbDcfc50B12515,Dalia
344,0x7fbDA214a525533f9c8736f1efdbDcfc50B12516,Dalia
345,0x7fbDA214a525533f9c8736f1efdbDcfc50B12517,Dalia
346,0x7fbDA214a525533f9c8736f1efdbDcfc50B12310,Dalia
347,0x474780dc9e47a678e7B9ba1F610C7c7778A551e3,paper-wallet
348,0x8B3d63A524d201DEF28d92cF91B667AF3e3D807c,artist
349,0x7fbDA214a525533f9c8736f1efdbDcfc50B12518,Dalia
350,0x7fbDA214a525533f9c8736f1efdbDcfc50B12519,Dalia
351,0x7fbDA214a525533f9c8736f1efdbDcfc50B12520,Dalia
352,0x7fbDA214a525533f9c8736f1efdbDcfc50B12521,Dalia
353,0x98F8567B1A84145b3ec6a60189CE56676f819c1E,paper-wallet
354,0x37036797f8DC2A85490ABA26155cCF1fbadB60D5,artist
355,0x7fbDA214a525533f9c8736f1efdbDcfc50B12522,Dalia
356,0x7fbDA214a525533f9c8736f1efdbDcfc50B12523,Dalia
357,0xCA3099c3F7ef59892aF2B0842Ad1dBaF55aeCc9b,artist
358,0x788a7f7d641Ef4440331D5F6812E11FbB327A6f9,paper-wallet
359,0x7A07C9DFd5d7eA9d5F54FD6Fd054b9cf2fD8a463,Tobias
